lesson,type,promptEN,promptTE,A,B,C,D,correct,feedbackEN,feedbackTE
12,mcq,____ shall we go? (Suggestion),____ మనం ఎక్కడికి వెళ్దాం? (సూచన),What,Where,When,How,B,Use 'Where shall we...?' to ask for a suggestion about a place.,ఒక ప్రదేశం గురించి సూచన అడగడానికి 'Where shall we...?' ఉపయోగించండి.
12,mcq,Which movie ____ we watch? (Suggestion),మనం ఏ సినిమా ____? (సూచన),shall,will,do,are,A,Shall' is preferred over 'will' when making suggestions with 'I' and 'We'.,I' మరియు 'We' లతో సూచనలు చేసేటప్పుడు 'will' కంటే 'Shall' ప్రాధాన్యత ఇవ్వబడుతుంది.
12,mcq,How ____ I help you? (Formal Offer),నేను మీకు ఎలా ____? (ఫార్మల్ ఆఫర్),shall,will,do,am,A,How shall I...?' is a very polite and formal way to offer help.,How shall I...?' సహాయం అందించడానికి చాలా మర్యాదపూర్వకమైన మరియు ఫార్మల్ మార్గం.
12,mcq,____ won't you be at the party?,____ మీరు పార్టీలో ఎందుకు ఉండరు?,What,Where,When,Why,D,Why' is used to ask for a reason for a future negative action.,Why' భవిష్యత్ నెగటివ్ చర్యకు కారణం అడగడానికి ఉపయోగించబడుతుంది.
12,mcq,Why won't he ____ (come) with us?,అతను మాతో ఎందుకు ____ (come) రాడు?,come,comes,came,coming,A,"After 'won't', ALWAYS use the base form (V1) 'come'.","won't' తర్వాత, ఎల్లప్పుడూ బేస్ ఫారం (V1) 'come' ఉపయోగించండి."
12,mcq,What won't she ____ (eat)?,ఆమె ఏమి ____ (eat) తినదు?,eat,eats,ate,eaten,A,"After 'won't', ALWAYS use the base form (V1) 'eat'.","won't' తర్వాత, ఎల్లప్పుడూ బేస్ ఫారం (V1) 'eat' ఉపయోగించండి."
12,mcq,When won't they ____ (be) here?,వారు ఎప్పుడు ఇక్కడ ____ (be) ఉండరు?,be,is,are,was,A,"After 'won't', ALWAYS use the base form (V1) 'be'.","won't' తర్వాత, ఎల్లప్పుడూ బేస్ ఫారం (V1) 'be' ఉపయోగించండి."
12,mcq,Choose the correct negative question.,సరైన నెగటివ్ ప్రశ్నను ఎంచుకోండి.,Why you won't come?,Why won't you came?,Why won't you come?,Why won't you comes?,C,The correct structure is 'Why' + 'won't' + Subject (you) + V1 (come).,సరైన నిర్మాణం 'Why' + 'won't' + Subject (you) + V1 (come).
12,mcq,What will ____ (happen) if he fails?,అతను విఫలమైతే ఏమి ____ (happen)?,happen,happens,happened,happening,A,"After 'will', ALWAYS use the base form (V1) 'happen'.","will' తర్వాత, ఎల్లప్పుడూ బేస్ ఫారం (V1) 'happen' ఉపయోగించండి."
12,mcq,What will your father ____ (say)?,మీ నాన్న ఏమి ____ (say)?,say,says,said,saying,A,"After 'will' (Subject: your father), ALWAYS use the V1 'say'.","will' (Subject: your father) తర్వాత, ఎల్లప్పుడూ V1 'say' ఉపయోగించండి."
12,mcq,Where will your friends ____ (stay)?,మీ స్నేహితులు ఎక్కడ ____ (stay)?,stay,stays,stayed,staying,A,"After 'will' (Subject: your friends), ALWAYS use the V1 'stay'.","will' (Subject: your friends) తర్వాత, ఎల్లప్పుడూ V1 'stay' ఉపయోగించండి."
12,mcq,____ (How long) will the journey take?,ప్రయాణానికి ____ (How long) ఎంత సమయం పడుతుంది?,How long,How many,How much,What,A,How long' asks about the duration of a future event.,How long' భవిష్యత్ సంఘటన యొక్క వ్యవధి గురించి అడుగుతుంది.
13,mcq,I ____ reading a book.,నేను ఒక పుస్తకం ____ చదువుతున్నాను.,am,is,are,was,A,Use 'am' with the subject 'I' in the Present Continuous tense.,ప్రెజెంట్ కంటిన్యూయస్ టెన్స్‌లో 'I' సబ్జెక్ట్‌తో 'am' ఉపయోగించండి.
13,mcq,He ____ watching TV.,అతను టీవీ ____ చూస్తున్నాడు.,am,is,are,were,B,Use 'is' with the subject 'He' in the Present Continuous tense.,ప్రెజెంట్ కంటిన్యూయస్ టెన్స్‌లో 'He' సబ్జెక్ట్‌తో 'is' ఉపయోగించండి.
13,mcq,She ____ cooking dinner.,ఆమె రాత్రి భోజనం ____ వండుతోంది.,am,is,are,was,B,Use 'is' with the subject 'She'.,She' సబ్జెక్ట్‌తో 'is' ఉపయోగించండి.
13,mcq,It ____ raining outside.,బయట వర్షం ____ కురుస్తోంది.,am,is,are,were,B,Use 'is' with the subject 'It'.,It' సబ్జెక్ట్‌తో 'is' ఉపయోగించండి.
13,mcq,We ____ playing football.,మేము ఫుట్‌బాల్ ____ ఆడుతున్నాము.,am,is,are,was,C,Use 'are' with the subject 'We' in the Present Continuous tense.,ప్రెజెంట్ కంటిన్యూయస్ టెన్స్‌లో 'We' సబ్జెక్ట్‌తో 'are' ఉపయోగించండి.
13,mcq,You ____ studying English.,మీరు ఇంగ్లీష్ ____ చదువుతున్నారు.,am,is,are,were,C,Use 'are' with the subject 'You'.,You' సబ్జెక్ట్‌తో 'are' ఉపయోగించండి.
13,mcq,They ____ listening to music.,వారు సంగీతం ____ వింటున్నారు.,am,is,are,was,C,Use 'are' with the subject 'They'.,They' సబ్జెక్ట్‌తో 'are' ఉపయోగించండి.
13,mcq,The cat ____ sleeping.,పిల్లి ____ నిద్రపోతోంది.,am,is,are,were,B,"The cat' is a singular subject (like 'It'), so use 'is'.","The cat' ఏకవచన సబ్జెక్ట్ ( 'It' లాగా), కాబట్టి 'is' ఉపయోగించండి."
13,mcq,The children ____ playing in the park.,పిల్లలు పార్కులో ____ ఆడుకుంటున్నారు.,am,is,are,was,C,"The children' is a plural subject (like 'They'), so use 'are'.","The children' బహువచన సబ్జెక్ట్ ( 'They' లాగా), కాబట్టి 'are' ఉపయోగించండి."
13,mcq,What is the V-ing form of 'eat'?,eat' యొక్క V-ing ఫారం ఏమిటి?,eatting,eating,eaten,ate,B,"For 'eat', we just add '-ing'.","eat' కోసం, మనం '-ing' జోడిస్తాము."
13,mcq,What is the V-ing form of 'come'?,come' యొక్క V-ing ఫారం ఏమిటి?,comeing,comming,coming,came,C,"When a verb ends in '-e' (like 'come'), we drop the 'e' and add '-ing'.","క్రియ '-e' ( 'come' లాగా)తో ముగిసినప్పుడు, మనం 'e'ని తీసివేసి '-ing' జోడిస్తాము."
13,mcq,What is the V-ing form of 'run'?,run' యొక్క V-ing ఫారం ఏమిటి?,runing,running,ran,runs,B,"For a CVC (Consonant-Vowel-Consonant) verb like 'run', we double the last consonant and add '-ing'.","run' లాంటి CVC (హల్లు-అచ్చు-హల్లు) క్రియ కోసం, మనం చివరి హల్లును రెట్టింపు చేసి '-ing' జోడిస్తాము."
13,mcq,What is the V-ing form of 'write'?,write' యొక్క V-ing ఫారం ఏమిటి?,writeing,writting,writing,wrote,C,"When a verb ends in '-e' (like 'write'), we drop the 'e' and add '-ing'.","క్రియ '-e' ( 'write' లాగా)తో ముగిసినప్పుడు, మనం 'e'ని తీసివేసి '-ing' జోడిస్తాము."
13,mcq,What is the V-ing form of 'sit'?,sit' యొక్క V-ing ఫారం ఏమిటి?,siting,sitting,sat,sits,B,"For a CVC verb like 'sit', we double the last consonant 't' and add '-ing'.","sit' లాంటి CVC క్రియ కోసం, మనం చివరి హల్లు 't'ని రెట్టింపు చేసి '-ing' జోడిస్తాము."
13,mcq,What is the V-ing form of 'study'?,study' యొక్క V-ing ఫారం ఏమిటి?,studing,studying,studied,studies,B,"For verbs ending in '-y' like 'study', we just add '-ing'.","study' లాంటి '-y'తో ముగిసే క్రియల కోసం, మనం '-ing' జోడిస్తాము."
13,mcq,Look! He is ____ (swim).,చూడు! అతను ____ (swim).,swim,swims,swimming,swam,C,swim' is a CVC verb. We double the 'm' to make 'swimming'.,swim' ఒక CVC క్రియ. మనం 'm'ను రెట్టింపు చేసి 'swimming'గా చేస్తాము.
13,mcq,I am ____ (make) tea.,నేను టీ ____ (make).,makeing,making,makes,made,B,make' ends in '-e'. Drop the 'e' and add '-ing' to make 'making'.,make' '-e'తో ముగుస్తుంది. 'e'ని తీసివేసి 'making' చేయడానికి '-ing' జోడించండి.
13,mcq,They are ____ (dance).,వారు ____ (dance).,danceing,dancying,dancing,danced,C,dance' ends in '-e'. Drop the 'e' and add '-ing' to make 'dancing'.,dance' '-e'తో ముగుస్తుంది. 'e'ని తీసివేసి 'dancing' చేయడానికి '-ing' జోడించండి.
13,mcq,She is ____ (try) to call you.,ఆమె మీకు కాల్ చేయడానికి ____ (try).,try,tries,tried,trying,D,"For 'try', we just add '-ing' to make 'trying'.","try' కోసం, మనం 'trying' చేయడానికి '-ing' జోడిస్తాము."
13,mcq,We are ____ (get) ready.,మేము సిద్ధం ____ (get).,geting,getting,got,gets,B,get' is a CVC verb. We double the 't' to make 'getting'.,get' ఒక CVC క్రియ. మనం 't'ను రెట్టింపు చేసి 'getting'గా చేస్తాము.
13,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,He is work now.,He works now.,He working now.,He is working now.,D,The correct structure is Subject (He) + 'is' + V-ing (working).,సరైన నిర్మాణం Subject (He) + 'is' + V-ing (working).
13,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,They are play.,They playing.,They are playing.,They plays.,C,The correct structure is Subject (They) + 'are' + V-ing (playing).,సరైన నిర్మాణం Subject (They) + 'are' + V-ing (playing).
13,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,I am write a letter.,I writing a letter.,I am writing a letter.,I writes a letter.,C,The correct structure is Subject (I) + 'am' + V-ing (writing).,సరైన నిర్మాణం Subject (I) + 'am' + V-ing (writing).
13,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,She is comes.,She is coming.,She coming.,She come now.,B,The correct structure is Subject (She) + 'is' + V-ing (coming).,సరైన నిర్మాణం Subject (She) + 'is' + V-ing (coming).
13,mcq,Choose the correct sentence.,సరైన వాక్యాన్ని ఎంచుకోండి.,We are run.,We running.,We are running.,We runs.,C,The correct structure is Subject (We) + 'are' + V-ing (running).,సరైన నిర్మాణం Subject (We) + 'are' + V-ing (running).
13,mcq,I ____ not (am not) sleeping.,నేను ____ నిద్రపోవడం లేదు.,am not,is not,are not,do not,A,The negative form for 'I am' is 'I am not'.,I am' కోసం నెగటివ్ ఫారం 'I am not'.
13,mcq,He ____ (is not) eating.,అతను ____ తినడం లేదు.,am not,is not,are not,does not,B,The negative form for 'He is' is 'is not' or 'isn't'.,He is' కోసం నెగటివ్ ఫారం 'is not' లేదా 'isn't'.
13,mcq,They ____ (are not) watching TV.,వారు టీవీ ____ చూడటం లేదు.,am not,is not,are not,do not,C,The negative form for 'They are' is 'are not' or 'aren't'.,They are' కోసం నెగటివ్ ఫారం 'are not' లేదా 'aren't'.
13,mcq,She ____ (isn't) working today.,ఆమె ఈరోజు ____ పని చేయడం లేదు.,isn't,aren't,am not,doesn't,A,isn't' is the contraction of 'is not'.,isn't' అనేది 'is not' యొక్క సంకోచం.
13,mcq,We ____ (aren't) going to the party.,మేము పార్టీకి ____ వెళ్లడం లేదు.,isn't,aren't,am not,don't,B,aren't' is the contraction of 'are not'.,aren't' అనేది 'are not' యొక్క సంకోచం.
13,mcq,Choose the correct negative sentence.,సరైన నెగటివ్ వాక్యాన్ని ఎంచుకోండి.,He not is working.,He is no working.,He isn't working.,He doesn't working.,C,The correct negative structure is Subject (He) + 'isn't' + V-ing (working).,సరైన నెగటివ్ నిర్మాణం Subject (He) + 'isn't' + V-ing (working).
13,mcq,Choose the correct negative sentence.,సరైన నెగటివ్ వాక్యాన్ని ఎంచుకోండి.,They aren't play.,They no are playing.,They don't playing.,They aren't playing.,D,The correct negative structure is Subject (They) + 'aren't' + V-ing (playing).,సరైన నెగటివ్ నిర్మాణం Subject (They) + 'aren't' + V-ing (playing).
13,mcq,____ you listening to me?,____ మీరు నేను చెప్పేది వింటున్నారా?,Am,Is,Are,Do,C,"To make a question, start with 'Are' for the subject 'You'.","ప్రశ్న చేయడానికి, 'You' సబ్జెక్ట్‌తో 'Are'తో ప్రారంభించండి."
13,mcq,____ he working now?,____ అతను ఇప్పుడు పని చేస్తున్నాడా?,Am,Is,Are,Does,B,"To make a question, start with 'Is' for the subject 'He'.","ప్రశ్న చేయడానికి, 'He' సబ్జెక్ట్‌తో 'Is'తో ప్రారంభించండి."
13,mcq,____ I talking too loudly?,____ నేను చాలా గట్టిగా మాట్లాడుతున్నానా?,Am,Is,Are,Do,A,"To make a question, start with 'Am' for the subject 'I'.","ప్రశ్న చేయడానికి, 'I' సబ్జెక్ట్‌తో 'Am'తో ప్రారంభించండి."
13,mcq,____ they coming with us?,____ వారు మాతో వస్తున్నారా?,Am,Is,Are,Do,C,"To make a question, start with 'Are' for the subject 'They'.","ప్రశ్న చేయడానికి, 'They' సబ్జెక్ట్‌తో 'Are'తో ప్రారంభించండి."
13,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,Is she cook dinner?,Does she cooking?,Is she cooking dinner?,She is cooking?,C,The correct question structure is 'Is' + Subject (she) + V-ing (cooking).,సరైన ప్రశ్న నిర్మాణం 'Is' + Subject (she) + V-ing (cooking).
13,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,Are they wait for us?,Do they waiting?,Are they waiting for us?,They are waiting?,C,The correct question structure is 'Are' + Subject (they) + V-ing (waiting).,సరైన ప్రశ్న నిర్మాణం 'Are' + Subject (they) + V-ing (waiting).
13,mcq,I play tennis every Sunday.' This is a ____.,నేను ప్రతి ఆదివారం టెన్నిస్ ఆడతాను.' ఇది ఒక ____.,Action happening now,Habit or routine,Past action,Future plan,B,The Simple Present ('play') is used for habits and routines.,సింపుల్ ప్రెజెంట్ ('play') అలవాట్లు మరియు దినచర్యల కోసం ఉపయోగించబడుతుంది.
13,mcq,I am playing tennis right now.' This is a ____.,నేను ఇప్పుడు టెన్నిస్ ఆడుతున్నాను.' ఇది ఒక ____.,Action happening now,Habit or routine,Past action,Future plan,A,The Present Continuous ('am playing') is used for actions happening right now.,ప్రెజెంట్ కంటిన్యూయస్ ('am playing') ఇప్పుడు జరుగుతున్న చర్యల కోసం ఉపయోగించబడుతుంది.
13,mcq,He ____ (work) in a bank. (His job),అతను ఒక బ్యాంకులో ____ (work) చేస్తాడు. (అతని ఉద్యోగం),is working,works,worked,will work,B,works' (Simple Present) is used to describe a permanent job or fact.,works' (సింపుల్ ప్రెజెంట్) ఒక శాశ్వత ఉద్యోగం లేదా వాస్తవాన్ని వివరించడానికి ఉపయోగించబడుతుంది.
13,mcq,He ____ (work) hard today. (Only today),అతను ఈరోజు కష్టపడి ____ (work) చేస్తున్నాడు. (ఈరోజు మాత్రమే),is working,works,worked,will work,A,"is working' (Present Continuous) can be used for temporary actions, like 'today'.",is working' (ప్రెజెంట్ కంటిన్యూయస్) 'today' లాంటి తాత్కాలిక చర్యల కోసం ఉపయోగించవచ్చు.
13,mcq,She ____ (speaks) three languages. (Her ability),ఆమె మూడు భాషలు ____ (speaks). (ఆమె సామర్థ్యం),is speaking,speaks,spoke,will speak,B,speaks' (Simple Present) is used to talk about facts or permanent abilities.,speaks' (సింపుల్ ప్రెజెంట్) వాస్తవాలు లేదా శాశ్వత సామర్థ్యాల గురించి మాట్లాడటానికి ఉపయోగించబడుతుంది.
13,mcq,She ____ (speak) Spanish right now.,ఆమె ఇప్పుడు స్పానిష్ ____ (speak).,is speaking,speaks,spoke,will speak,A,is speaking' (Present Continuous) is used for the action happening at this moment.,is speaking' (ప్రెజెంట్ కంటిన్యూయస్) ఈ క్షణంలో జరుగుతున్న చర్య కోసం ఉపయోగించబడుతుంది.
13,mcq,They usually ____ (go) to the park.,వారు సాధారణంగా పార్కుకు ____ (go).,are going,go,went,will go,B,"usually' indicates a habit, so use the Simple Present ('go').","usually' ఒక అలవాటును సూచిస్తుంది, కాబట్టి సింపుల్ ప్రెజెంట్ ('go') ఉపయోగించండి."
13,mcq,Look! They ____ (go) to the park.,చూడు! వారు పార్కుకు ____ (go).,are going,go,went,will go,A,"Look!' indicates an action happening now, so use the Present Continuous ('are going').","Look!' ఇప్పుడు జరుగుతున్న చర్యను సూచిస్తుంది, కాబట్టి ప్రెజెంట్ కంటిన్యూయస్ ('are going') ఉపయోగించండి."
13,mcq,Quiet please! The baby ____ (sleep).,నిశ్శబ్దంగా ఉండండి! పాప ____ (sleep).,sleeps,is sleeping,slept,will sleep,B,The command 'Quiet please!' implies the action is happening now. Use 'is sleeping'.,Quiet please!' అనే ఆదేశం చర్య ఇప్పుడు జరుగుతోందని సూచిస్తుంది. 'is sleeping' ఉపయోగించండి.
13,mcq,"I can't talk now, I ____ (drive).","నేను ఇప్పుడు మాట్లాడలేను, నేను ____ (drive).",drive,drives,am driving,drove,C,now' indicates the action is in progress. Use 'am driving'.,now' చర్య పురోగతిలో ఉందని సూచిస్తుంది. 'am driving' ఉపయోగించండి.
13,mcq,What ____ you ____ (do)? I am a doctor.,మీరు ఏమి ____ (do)? నేను ఒక డాక్టర్‌ను.,are / doing,do / do,did / do,will / do,B,"To ask about a permanent job or profession, use the Simple Present: 'What do you do?'.","శాశ్వత ఉద్యోగం లేదా వృత్తి గురించి అడగడానికి, సింపుల్ ప్రెజెంట్ ఉపయోగించండి: 'What do you do?'."
13,mcq,What ____ you ____ (do) now? I am reading.,మీరు ఇప్పుడు ఏమి ____ (do)? నేను చదువుతున్నాను.,are / doing,do / do,did / do,will / do,A,"To ask about an action in progress 'now', use the Present Continuous: 'What are you doing?'.","now' పురోగతిలో ఉన్న చర్య గురించి అడగడానికి, ప్రెజెంట్ కంటిన్యూయస్ ఉపయోగించండి: 'What are you doing?'."
13,mcq,Listen! Someone ____ (call) your name.,విను! ఎవరో మీ పేరు ____ (call).,calls,is calling,called,will call,B,Listen!' indicates an action happening at this moment. Use 'is calling'.,Listen!' ఈ క్షణంలో జరుగుతున్న చర్యను సూచిస్తుంది. 'is calling' ఉపయోగించండి.
14,mcq,I ____ studying at 8 PM last night.,నేను నిన్న రాత్రి 8 గంటలకు ____ చదువుకుంటున్నాను.,am,is,was,were,C,Use 'was' with the subject 'I' for a past continuous action.,గతంలో జరుగుతున్న చర్య కోసం 'I' సబ్జెక్ట్‌తో 'was' ఉపయోగించండి.
14,mcq,He ____ working when I called.,నేను కాల్ చేసినప్పుడు అతను ____ పని చేస్తున్నాడు.,am,is,was,were,C,Use 'was' with the subject 'He'.,He' సబ్జెక్ట్‌తో 'was' ఉపయోగించండి.
14,mcq,She ____ cooking all evening yesterday.,ఆమె నిన్న సాయంత్రం అంతా ____ వంట చేస్తూనే ఉంది.,am,is,was,were,C,Use 'was' with the subject 'She'.,She' సబ్జెక్ట్‌తో 'was' ఉపయోగించండి.
14,mcq,It ____ raining heavily last night.,నిన్న రాత్రి భారీగా వర్షం ____ కురుస్తోంది.,am,is,was,were,C,Use 'was' with the subject 'It'.,It' సబ్జెక్ట్‌తో 'was' ఉపయోగించండి.
14,mcq,You ____ sleeping at 10 AM.,మీరు ఉదయం 10 గంటలకు ____ నిద్రపోతున్నారు.,am,is,was,were,D,Use 'were' with the subject 'You' for a past continuous action.,గతంలో జరుగుతున్న చర్య కోసం 'You' సబ్జెక్ట్‌తో 'were' ఉపయోగించండి.
14,mcq,We ____ watching a movie when you arrived.,మీరు వచ్చినప్పుడు మేము సినిమా ____ చూస్తున్నాము.,am,is,was,were,D,Use 'were' with the subject 'We'.,We' సబ్జెక్ట్‌తో 'were' ఉపయోగించండి.
14,mcq,They ____ playing cricket.,వారు క్రికెట్ ____ ఆడుతున్నారు.,am,is,was,were,D,Use 'were' with the subject 'They'.,They' సబ్జెక్ట్‌తో 'were' ఉపయోగించండి.
14,mcq,The student ____ writing an exam.,విద్యార్థి పరీక్ష ____ రాస్తున్నాడు.,was,were,is,are,A,"The student' is singular (like 'he' or 'she'), so use 'was'.","The student' ఏకవచనం ( 'he' లేదా 'she' లాగా), కాబట్టి 'was' ఉపయోగించండి."
14,mcq,The students ____ waiting for the bus.,విద్యార్థులు బస్సు కోసం ____ వేచి ఉన్నారు.,was,were,is,are,B,"The students' is plural (like 'they'), so use 'were'.","The students' బహువచనం ( 'they' లాగా), కాబట్టి 'were' ఉపయోగించండి."
14,mcq,I ____ (not) sleeping at 10 PM.,నేను రాత్రి 10 గంటలకు ____ (not) నిద్రపోవడం లేదు.,wasn't,weren't,am not,isn't,A,The negative of 'I was' is 'I wasn't' (was not).,I was' యొక్క నెగటివ్ 'I wasn't' (was not).
14,mcq,He ____ (not) working.,అతను ____ (not) పని చేయడం లేదు.,wasn't,weren't,am not,isn't,A,The negative of 'He was' is 'He wasn't'.,He was' యొక్క నెగటివ్ 'He wasn't'.
14,mcq,They ____ (not) playing.,వారు ____ (not) ఆడటం లేదు.,wasn't,weren't,aren't,don't,B,The negative of 'They were' is 'They weren't' (were not).,They were' యొక్క నెగటివ్ 'They weren't' (were not).
14,mcq,We ____ (not) eating dinner.,మేము రాత్రి భోజనం ____ (not) చేయడం లేదు.,wasn't,weren't,aren't,don't,B,The negative of 'We were' is 'We weren't'.,We were' యొక్క నెగటివ్ 'We weren't'.
14,mcq,Choose the correct negative sentence.,సరైన నెగటివ్ వాక్యాన్ని ఎంచుకోండి.,She not was working.,She was no working.,She wasn't working.,She didn't working.,C,The correct structure is Subject (She) + 'wasn't' + V-ing (working).,సరైన నిర్మాణం Subject (She) + 'wasn't' + V-ing (working).
14,mcq,Choose the correct negative sentence.,సరైన నెగటివ్ వాక్యాన్ని ఎంచుకోండి.,You weren't listen.,You no were listening.,You didn't listening.,You weren't listening.,D,The correct structure is Subject (You) + 'weren't' + V-ing (listening).,సరైన నిర్మాణం Subject (You) + 'weren't' + V-ing (listening).
14,mcq,____ you studying when I called?,నేను కాల్ చేసినప్పుడు ____ మీరు చదువుకుంటున్నారా?,Was,Were,Did,Do,B,"To make a question with 'You', start with 'Were'.","You'తో ప్రశ్న చేయడానికి, 'Were'తో ప్రారంభించండి."
14,mcq,____ he working yesterday?,____ అతను నిన్న పని చేస్తున్నాడా?,Was,Were,Did,Does,A,"To make a question with 'He', start with 'Was'.","He'తో ప్రశ్న చేయడానికి, 'Was'తో ప్రారంభించండి."
14,mcq,____ they playing in the park?,____ వారు పార్కులో ఆడుకుంటున్నారా?,Was,Were,Did,Do,B,"To make a question with 'They', start with 'Were'.","They'తో ప్రశ్న చేయడానికి, 'Were'తో ప్రారంభించండి."
14,mcq,What ____ you doing at 8 PM?,మీరు రాత్రి 8 గంటలకు ఏమి ____?,was,were,did,do,B,The WH-question structure is 'What' + 'were' + Subject (You) + V-ing.,WH-ప్రశ్న నిర్మాణం 'What' + 'were' + Subject (You) + V-ing.
14,mcq,Why ____ she crying?,ఆమె ఎందుకు ____ ఏడుస్తోంది?,was,were,did,does,A,The WH-question structure is 'Why' + 'was' + Subject (She) + V-ing.,WH-ప్రశ్న నిర్మాణం 'Why' + 'was' + Subject (She) + V-ing.
14,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,What was he eat?,What did he eating?,What was he eating?,What he was eating?,C,The correct structure is 'What' + 'was' + Subject (he) + V-ing (eating).,సరైన నిర్మాణం 'What' + 'was' + Subject (he) + V-ing (eating).
14,mcq,Choose the correct question.,సరైన ప్రశ్నను ఎంచుకోండి.,Where they were going?,Where were they going?,Where did they going?,Where do they were go?,B,The correct structure is 'Where' + 'were' + Subject (they) + V-ing (going).,సరైన నిర్మాణం 'Where' + 'were' + Subject (they) + V-ing (going).
14,mcq,I ____ (watch) TV when the phone rang.,ఫోన్ మోగినప్పుడు నేను టీవీ ____ (watch).,watched,was watching,am watching,watch,B,Use Past Continuous ('was watching') for the ongoing action that was interrupted.,అంతరాయం కలిగిన కొనసాగుతున్న చర్య కోసం పాస్ట్ కంటిన్యూయస్ ('was watching') ఉపయోగించండి.
14,mcq,She ____ (read) a book when he arrived.,అతను వచ్చినప్పుడు ఆమె ఒక పుస్తకం ____ (read).,read,reads,was reading,is reading,C,Use Past Continuous ('was reading') for the action in progress ('reading') that was interrupted by the Simple Past action ('arrived').,సింపుల్ పాస్ట్ చర్య ('arrived') ద్వారా అంతరాయం కలిగిన కొనసాగుతున్న చర్య ('reading') కోసం పాస్ట్ కంటిన్యూయస్ ('was reading') ఉపయోగించండి.
14,mcq,It started to rain while we ____ (play) football.,మేము ఫుట్‌బాల్ ____ (play) ఆడుతుండగా వర్షం మొదలైంది.,played,play,were playing,are playing,C,Use Past Continuous ('were playing') for the ongoing action ('playing') that was happening when another action ('started') occurred.,మరొక చర్య ('started') జరిగినప్పుడు జరుగుతున్న చర్య ('playing') కోసం పాస్ట్ కంటిన్యూయస్ ('were playing') ఉపయోగించండి.
14,mcq,"When I saw him, he ____ (talk) on the phone.","నేను అతన్ని చూసినప్పుడు, అతను ఫోన్‌లో ____ (talk).",talked,talks,was talking,is talking,C,Use Past Continuous ('was talking') for the action in progress when the other action ('saw') happened.,మరొక చర్య ('saw') జరిగినప్పుడు కొనసాగుతున్న చర్య కోసం పాస్ట్ కంటిన్యూయస్ ('was talking') ఉపయోగించండి.
14,mcq,They ____ (drive) to Hyderabad when the car broke down.,కారు ఆగిపోయినప్పుడు వారు హైదరాబాద్‌కు ____ (drive).,drove,drive,were driving,are driving,C,Use Past Continuous ('were driving') for the ongoing action that was interrupted.,అంతరాయం కలిగిన కొనసాగుతున్న చర్య కోసం పాస్ట్ కంటిన్యూయస్ ('were driving') ఉపయోగించండి.
14,mcq,"While I ____ (cook), the children ____ (sleep).","నేను ____ (cook) వంట చేస్తున్నప్పుడు, పిల్లలు ____ (sleep).",cooked / slept,was cooking / were sleeping,am cooking / are sleeping,cook / sleep,B,Use Past Continuous for two actions that were happening at the same time in the past.,గతంలో ఒకే సమయంలో జరుగుతున్న రెండు చర్యల కోసం పాస్ట్ కంటిన్యూయస్ ఉపయోగించండి.
14,mcq,He was studying while his brother ____ (listen) to music.,అతని సోదరుడు సంగీతం ____ (listen) వింటుండగా అతను చదువుకుంటున్నాడు.,listened,was listening,is listening,listens,B,Use Past Continuous ('was listening') for an action happening at the same time as 'was studying'.,was studying'తో పాటు అదే సమయంలో జరుగుతున్న చర్య కోసం పాస్ట్ కంటిన్యూయస్ ('was listening') ఉపయోగించండి.
14,mcq,What were you doing ____ 7 PM yesterday?,నిన్న సాయంత్రం 7 గంటలకు ____ మీరు ఏమి చేస్తున్నారు?,at,on,in,by,A,Use 'at' for a specific time in the past (at 7 PM).,గతంలో ఒక నిర్దిష్ట సమయం కోసం 'at' (at 7 PM) ఉపయోగించండి.
14,mcq,"This time last year, I ____ (live) in Delhi.","గత సంవత్సరం ఈ సమయానికి, నేను ఢిల్లీలో ____ (live).",lived,live,was living,am living,C,Use Past Continuous ('was living') to describe an action in progress at a specific point in the past ('this time last year').,గతంలో ఒక నిర్దిష్ట సమయంలో ('this time last year') కొనసాగుతున్న చర్యను వివరించడానికి పాస్ట్ కంటిన్యూయస్ ('was living') ఉపయోగించండి.
14,mcq,I ____ (finish) my homework at 8 PM. (Completed),నేను రాత్రి 8 గంటలకు నా హోంవర్క్ ____ (finish). (పూర్తయింది),finished,was finishing,finish,am finishing,A,Use Simple Past ('finished') for an action completed at a specific past time.,ఒక నిర్దిష్ట గత సమయంలో పూర్తయిన చర్య కోసం సింపుల్ పాస్ట్ ('finished') ఉపయోగించండి.
14,mcq,I ____ (do) my homework at 8 PM. (In progress),నేను రాత్రి 8 గంటలకు నా హోంవర్క్ ____ (do). (జరుగుతోంది),did,was doing,do,am doing,B,Use Past Continuous ('was doing') to say you were in the middle of the action at 8 PM.,మీరు 8 గంటలకు ఆ చర్య మధ్యలో ఉన్నారని చెప్పడానికి పాస్ట్ కంటిన్యూయస్ ('was doing') ఉపయోగించండి.
