disappear,అదృశ్యమవడం,disappears,అదృశ్యమవుతాడు/అదృశ్యమవుతుంది,disappearing,అదృశ్యమవుతూ,disappeared,అదృశ్యమయ్యాడు,disappeared,అదృశ్యమై
discover,కనుగొనుట,discovers,కనుగొంటాడు/కనుగొంటుంది,discovering,కనుగొంటూ,discovered,కనుగొన్నాడు,discovered,కనుగొనబడి
discuss,వివిధ ధృక్కోణాల నుంచి పరిశీలించు,discusses,చర్చిస్తాడు/చర్చీస్తుంది,discussing,చర్చిస్తూ,discussed,చర్చించాడు,discussed,చర్చించబడి
disobey,నిరాకరించు,disobeys,అవిధేయత చూపుతాడు/చూపుతుంది,disobeying,అవిధేయత చూపుతూ,disobeyed,అవిధేయత చూపాడు,disobeyed,అవిధేయత చూపబడి
display,ప్రదర్శించు,displays,ప్రదర్శిస్తాడు/ప్రదర్శిస్తుంది,displaying,ప్రదర్శిస్తూ,displayed,ప్రదర్శించాడు,displayed,ప్రదర్శించబడి
dispose,పారవేయాలని,disposes,పారవేస్తాడు/పారవేస్తుంది,disposing,పారవేస్తూ,disposed,పారవేశాడు,disposed,పారవేయబడి
distribute,పంపిణీ,distributes,పంపిణీ చేస్తాడు/చేస్తుంది,distributing,పంపిణీ చేస్తూ,distributed,పంపిణీ చేశాడు,distributed,పంపిణీ చేయబడి
disturb,భగ్నపరచు,disturbs,అంతరాయం కలిగిస్తాడు/కలిగిస్తుంది,disturbing,అంతరాయం కలిగిస్తూ,disturbed,అంతరాయం కలిగించాడు,disturbed,అంతరాయం కలిగించబడి
disuse,ఉపయోగంలో లేని స్థితి,disuses,వాడకం మానేస్తాడు/మానేస్తుంది,disusing,వాడకం మానేస్తూ,disused,వాడకం మానేశాడు,disused,వాడకం మానేయబడి
dive,దూకు,dives,మునుగుతాడు/మునుగుతుంది,diving,మునుగుతూ,dived,మునిగాడు,dived,మునిగి
divide,విభజన,divides,విభజిస్తాడు/విభజిస్తుంది,dividing,విభజిస్తూ,divided,విభజించాడు,divided,విభజించబడి
do,చేయు,does,చేస్తాడు/చేస్తుంది,doing,చేస్తూ,did,చేశాడు,done,చేయబడి
donate,దానం,donates,దానం చేస్తాడు/చేస్తుంది,donating,దానం చేస్తూ,donated,దానం చేశాడు,donated,దానం చేయబడి
download,డౌన్లోడ్ చేయు,downloads,డౌన్‌లోడ్ చేస్తాడు/చేస్తుంది,downloading,డౌన్‌లోడ్ చేస్తూ,downloaded,డౌన్‌లోడ్ చేశాడు,downloaded,డౌన్‌లోడ్ చేయబడి
drag,లాగు,drags,లాగుతాడు/లాగుతుంది,dragging,లాగుతూ,dragged,లాగాడు,dragged,లాగబడి
draw,"వేయు, ఆకర్షించు",draws,గీస్తాడు/గీస్తుంది,drawing,గీస్తూ,drew,గీశాడు,drawn,గీయబడి
dream,కలగను,dreams,కల కంటాడు/కంటుంది,dreaming,కల కంటూ,dreamt,కల కన్నాడు,dreamt,కల కనబడి
dress,తొడుగు,dresses,బట్టలు ధరిస్తాడు/ధరిస్తుంది,dressing,బట్టలు ధరిస్తూ,dressed,బట్టలు ధరించాడు,dressed,బట్టలు ధరించి
drill,బెజ్జం వెయ్యి,drills,రంధ్రం చేస్తాడు/చేస్తుంది,drilling,రంధ్రం చేస్తూ,drilled,రంధ్రం చేశాడు,drilled,రంధ్రం చేయబడి
drink,తాగు,drinks,తాగుతాడు/తాగుతుంది,drinking,తాగుతూ,drank,తాగాడు,drunk,తాగబడి
drive,"నడుపు, తోలు",drives,నడుపుతాడు/నడుపుతుంది,driving,నడుపుతూ,drove,నడిపాడు,driven,నడపబడి
drop,జారవిడుచుట,drops,కింద పడేస్తాడు/పడేస్తుంది,dropping,కింద పడేస్తూ,dropped,కింద పడేశాడు,dropped,కింద పడవేయబడి
dry,ఆరబెట్టుట,dries,ఆరబెడతాడు/ఆరబెడుతుంది,drying,ఆరబెడుతూ,dried,ఎండిపోయింది,dried,ఎండిపోయి
dump,పోగుగా పడవేయు,dumps,పారవేస్తాడు/పారవేస్తుంది,dumping,పారవేస్తూ,dumped,పారవేశాడు,dumped,పారవేయబడి
dwell,నివసించు,dwells,నివసిస్తాడు/నివసిస్తుంది,dwelling,నివసిస్తూ,dwelt,నివసించాడు,dwelt,నివసించి
dye,రంగువేయు,dyes,రంగు వేస్తాడు/వేస్తుంది,dyeing,రంగు వేస్తూ,dyed,రంగు వేశాడు,dyed,రంగు వేయబడి
earn,సంపాదించు,earns,సంపాదిస్తాడు/సంపాదిస్తుంది,earning,సంపాదిస్తూ,earned,సంపాదించాడు,earned,సంపాదించబడి
eat,తిను,eats,తింటాడు/తింటుంది,eating,తింటూ,ate,తిన్నాడు,eaten,తినబడి
educate,"తెలుసుకొను, చదువుకొను",educates,చదువు చెప్తాడు/చెప్తుంది,educating,చదువు చెప్తూ,educated,చదువు చెప్పాడు,educated,చదువు చెప్పబడి
empower,అధికారం,empowers,అధికారం ఇస్తాడు/ఇస్తుంది,empowering,అధికారం ఇస్తూ,empowered,అధికారం ఇచ్చాడు,empowered,అధికారం ఇవ్వబడి
empty,ఏమీ లేకుండా చేయి,empties,ఖాళీ చేస్తాడు/చేస్తుంది,emptying,ఖాళీ చేస్తూ,emptied,ఖాళీ చేశాడు,emptied,ఖాళీ చేయబడి
encircle,చుట్టుముట్టు,encircles,చుట్టుముడతాడు/చుట్టుముడుతుంది,encircling,చుట్టుముడుతూ,encircled,చుట్టుముట్టాడు,encircled,చుట్టుముట్టబడి
encourage,ప్రోత్సహించు,encourages,ప్రోత్సహిస్తాడు/ప్రోత్సహిస్తుంది,encouraging,ప్రోత్సహిస్తూ,encouraged,ప్రోత్సహించాడు,encouraged,ప్రోత్సహించబడి
encroach,ఆక్రమించు,encroaches,ఆక్రమిస్తాడు/ఆక్రమిస్తుంది,encroaching,ఆక్రమిస్తూ,encroached,ఆక్రమించాడు,encroached,ఆక్రమించబడి
endanger,అపాయం లోనికి వెళ్ళు,endangers,ప్రమాదంలో పడేస్తాడు/పడేస్తుంది,entangling,చిక్కుల్లో పడేస్తూ,endangered,ప్రమాదంలో పడేశాడు,endangered,ప్రమాదంలో పడవేయబడి
endorse,ఆమోదించు,endorses,ఆమోదిస్తాడు/ఆమోదిస్తుంది,endorsing,ఆమోదిస్తూ,endorsed,ఆమోదించాడు,endorsed,ఆమోదించబడి
endure,ఓర్చుకో,endures,సహిస్తాడు/సహిస్తుంది,enduring,సహిస్తూ,endured,సహించాడు,endured,సహించబడి
engrave,మలచు,engraves,చెక్కుతాడు/చెక్కుతుంది,engraving,చెక్కుతూ,engraved,చెక్కబడింది,engraved,చెక్కబడి
enjoy,ఆనందించు,enjoys,ఆనందిస్తాడు/ఆనందిస్తుంది,enjoying,ఆనందిస్తూ,enjoyed,ఆనందించాడు,enjoyed,ఆనందించబడి
enlarge,పెద్దది చేయు,enlarges,పెద్దది చేస్తాడు/చేస్తుంది,enlarging,పెద్దది చేస్తూ,enlarged,పెద్దది చేశాడు,enlarged,పెద్దది చేయబడి
enlighten,జ్ఞానం కలిగించు,enlightens,జ్ఞానోదయం కలిగిస్తాడు/కలిగిస్తుంది,enlightening,జ్ఞానోదయం కలిగిస్తూ,enlightened,జ్ఞానోదయం కలిగించాడు,enlightened,జ్ఞానోదయం కలిగి
enter,ప్రవేశించు,enters,ప్రవేశిస్తాడు/ప్రవేశిస్తుంది,entering,ప్రవేశిస్తూ,entered,ప్రవేశించాడు,entered,ప్రవేశించి
envy,"అసూయ, కడుపుమంట",envies,అసూయపడతాడు/అసూయపడుతుంది,envying,అసూయపడుతూ,envied,అసూయపడ్డాడు,envied,అసూయపడబడి
erase,తుడుచు,erases,తుడిచివేస్తాడు/తుడిచివేస్తుంది,erasing,తుడిచివేస్తూ,erased,తుడిచివేశాడు,erased,తుడిచివేయబడి
escape,తప్పించుకొని,escapes,తప్పించుకుంటాడు/తప్పించుకుంటుంది,escaping,తప్పించుకుంటూ,escaped,తప్పించుకున్నాడు,escaped,తప్పించుకొని
evaporate,ఆవిరవ్వు,evaporates,ఆవిరవుతుంది,evaporating,ఆవిరవుతూ,evaporated,ఆవిరైపోయింది,evaporated,ఆవిరైపోయి
exchange,"వినిమయం, బదులుగా ఇవ్వు",exchanges,మార్చుకుంటాడు/మార్చుకుంటుంది,exchanging,మార్చుకుంటూ,exchanged,మార్చుకున్నాడు,exchanged,మార్చుకోబడి
exclaim,ఆశ్చర్యపడు,exclaims,ఆశ్చర్యపోతాడు/ఆశ్చర్యపోతుంది,exclaiming,ఆశ్చర్యపోతూ,exclaimed,ఆశ్చర్యపోయాడు,exclaimed,ఆశ్చర్యపోయి
exclude,మినహాయించు,excludes,మినహాయిస్తాడు/మినహాయిస్తుంది,excluding,మినహాయిస్తూ,excluded,మినహాయించాడు,excluded,మినహాయించబడి
exist,"జీవించు, ఉండు",exists,ఉనికిలో ఉంటుంది,existing,ఉనికిలో ఉంటూ,existed,ఉనికిలో ఉంది,existed,ఉనికిలో ఉండి
expand,విస్తరించు,expands,విస్తరిస్తాడు/విస్తరిస్తుంది,expanding,విస్తరిస్తూ,expanded,విస్తరించాడు,expanded,విస్తరించబడి
expect,ఆశించు,expects,ఆశిస్తాడు/ఆశిస్తుంది,expecting,ఆశిస్తూ,expected,ఆశించాడు,expected,ఆశించబడి
explain,వివరించు,explains,వివరిస్తాడు/వివరిస్తుంది,explaining,వివరిస్తూ,explained,వివరించాడు,explained,వివరించబడి
explore,"శోధించు, వెదుకు",explores,అన్వేషిస్తాడు/అన్వేషిస్తుంది,exploring,అన్వేషిస్తూ,explored,అన్వేషించాడు,explored,అన్వేషించబడి
express,వ్యక్తపరచు,expresses,వ్యక్తం చేస్తాడు/చేస్తుంది,expressing,వ్యక్తం చేస్తూ,expressed,వ్యక్తం చేశాడు,expressed,వ్యక్తం చేయబడి
extend,పొడిగించు,extends,పొడిగిస్తాడు/పొడిగిస్తుంది,extending,పొడిగిస్తూ,extended,పొడిగించాడు,extended,పొడిగించబడి
eye,కనిపెట్టుట,eyes,చూస్తాడు/చూస్తుంది,eyeing,చూస్తూ,eyed,చూశాడు,eyed,చూడబడి
face,ఎదుర్కొను,faces,ఎదుర్కొంటాడు/ఎదుర్కొంటుంది,facing,ఎదుర్కొంటూ,faced,ఎదుర్కొన్నాడు,faced,ఎదుర్కోబడి
fail,"తప్పుట, ఓడు",fails,విఫలమవుతాడు/విఫలమవుతుంది,failing,విఫలమవుతూ,failed,విఫలమయ్యాడు,failed,విఫలమై
faint,మూర్ఛపోవుట,faints,కళ్ళు తిరిగి పడిపోతాడు/పడిపోతుంది,fainting,కళ్ళు తిరిగి పడిపోతూ,fainted,కళ్ళు తిరిగి పడిపోయాడు,fainted,కళ్ళు తిరిగి పడిపోయి
fall,పడుట,falls,పడిపోతాడు/పడిపోతుంది,falling,పడిపోతూ,fell,పడిపోయాడు,fallen,పడిపోయి
fan,విసురుట,fans,గాలి విసురుతాడు/విసురుతుంది,fanning,గాలి విసురుతూ,fanned,గాలి విసిరాడు,fanned,గాలి విసరబడి
fancy,"ఆశించుట, తలచుట",fancies,ఊహిస్తాడు/ఊహిస్తుంది,fancying,ఊహిస్తూ,fancied,ఊహించాడు,fancied,ఊహించబడి
favour,ఆదరించుట,favours,అనుకూలిస్తాడు/అనుకూలిస్తుంది,favouring,అనుకూలిస్తూ,favoured,అనుకూలించాడు,favoured,అనుకూలించబడి
feed,తినిపించు,feeds,తినిపిస్తాడు/తినిపిస్తుంది,feeding,తినిపిస్తూ,fed,తినిపించాడు,fed,తినిపించబడి
feel,"అనుభవించు, స్పర్శించుట",feels,అనిపిస్తుంది,feeling,అనిపిస్తూ,felt,అనిపించింది,felt,అనిపించి
ferry,పుట్టి,ferries,దాటిస్తాడు/దాటిస్తుంది,ferrying,దాటిస్తూ,ferried,దాటించాడు,ferried,దాటించబడి
fetch,"తీసుకొని వచ్చు, పోయి తేచ్చు",fetches,తీసుకువస్తాడు/తీసుకువస్తుంది,fetching,తీసుకువస్తూ,fetched,తీసుకువచ్చాడు,fetched,తీసుకురాబడి
fight,"యుద్ధముచేసుట, యుద్ధముచేసుట",fights,పోరాడుతాడు/పోరాడుతుంది,fighting,పోరాడుతూ,fought,పోరాడాడు,fought,పోరాడబడి
fill,నింపు,fills,నింపుతాడు/నింపుతుంది,filling,నింపుతూ,filled,నింపాడు,filled,నింపబడి
find,కనుగొను,finds,కనుగొంటాడు/కనుగొంటుంది,finding,కనుగొంటూ,found,కనుగొన్నాడు,found,కనుగొనబడి
finish,"సమాప్తి చేయు, ముగించు",finishes,పూర్తి చేస్తాడు/చేస్తుంది,finishing,పూర్తి చేస్తూ,finished,పూర్తి చేశాడు,finished,పూర్తి చేయబడి
fit,"అమర్చుట, కుదుర్చుట",fits,సరిపోతుంది,fitting,సరిపోతూ,fit/fitted,సరిపోయింది,fit/fitted,సరిపోయి
fix,మరమ్మత్తు చేయు,fixes,సరిచేస్తాడు/సరిచేస్తుంది,fixing,సరిచేస్తూ,fixed,సరిచేశాడు,fixed,సరిచేయబడి
flap,దళము,flaps,రెక్కలు ఆడిస్తాడు/ఆడిస్తుంది,flapping,రెక్కలు ఆడిస్తూ,flapped,రెక్కలు ఆరించాడు,flapped,రెక్కలు ఆరించబడి
flash,"తళుక్కుమనుట, మెరుపు",flashes,మెరుస్తాడు/మెరుస్తుంది,flashing,మెరుస్తూ,flashed,మెరిసింది,flashed,మెరిసి
flee,పారిపోవు,flees,పారిపోతాడు/పారిపోతుంది,fleeing,పారిపోతూ,fled,పారిపోయాడు,fled,పారిపోయి
fling,విసిరివేయు,flings,విసురుతాడు/విసురుతుంది,flinging,విసురుతూ,flung,విసిరాడు,flung,విసరబడి
float,తేలుచు పోవు,floats,తేలుతాడు/తేలుతుంది,floating,తేలుతూ,floated,తేలింది,floated,తేలి
flop,"ఆడించు, ఱెక్కలు కొట్టుకొను",flops,విఫలమవుతాడు/విఫలమవుతుంది,flopping,విఫలమవుతూ,flopped,విఫలమైంది,flopped,విఫలమై
fly,ఎగురు,flies,ఎగురుతాడు/ఎగురుతుంది,flying,ఎగురుతూ,flew,ఎగిరింది,flown,ఎగిరి
fold,మడత,folds,మడతపెడతాడు/మడతపెడుతుంది,folding,మడతపెడుతూ,folded,మడతపెట్టాడు,folded,మడతపెట్టబడి
follow,వెంబడించు,follows,అనుసరిస్తాడు/అనుసరిస్తుంది,following,అనుసరిస్తూ,followed,అనుసరించాడు,followed,అనుసరించబడి
forbid,"హద్దులలోపెట్టు, నిషేధించు",forbids,నిషేధిస్తాడు/నిషేధిస్తుంది,forbidding,నిషేధిస్తూ,forbade,నిషేధించాడు,forbidden,నిషేధించబడి
force,బలము,forces,బలవంతం చేస్తాడు/చేస్తుంది,forcing,బలవంతం చేస్తూ,forced,బలవంతం చేశాడు,forced,బలవంతం చేయబడి
forecast,ముందు జాగ్రత్త,forecasts,అంచనా వేస్తాడు/వేస్తుంది,forecasting,అంచనా వేస్తూ,forecast,అంచనా వేశాడు,forecast,అంచనా వేయబడి
foretell,భవిష్యత్తును చెప్పు,foretells,ముందే చెప్తాడు/చెప్తుంది,foretelling,ముందే చెప్తూ,foretold,ముందే చెప్పాడు,foretold,ముందే చెప్పబడి
forget,మర్చిపోవుట,forgets,మర్చిపోతాడు/మర్చిపోతుంది,forgetting,మర్చిపోతూ,forgot,మర్చిపోయాడు,forgotten,మర్చిపోబడి
forgive,క్షమించుట,forgives,క్షమిస్తాడు/క్షమిస్తుంది,forgiving,క్షమిస్తూ,forgave,క్షమించాడు,forgiven,క్షమించబడి
form,"క్రమపరుచుట, యేర్పడుట",forms,ఏర్పరుస్తాడు/ఏర్పరుస్తుంది,forming,ఏర్పరుస్తూ,formed,ఏర్పడింది,formed,ఏర్పడి
forsake,త్యజించు,forsakes,వదిలిపెడతాడు/వదిలిపెడుతుంది,forsaking,వదిలిపెడుతూ,forsook,వదిలిపెట్టాడు,forsaken,వదిలిపెట్టబడి
found,"నిర్మించుట, స్థాపించుట",founds,స్థాపిస్తాడు/స్థాపిస్తుంది,founding,స్థాపిస్తూ,founded,స్థాపించాడు,founded,స్థాపించబడి
frame,"ఏర్పరుచు, సృష్టించు",frames,నిర్మిస్తాడు/నిర్మిస్తుంది,framing,నిర్మిస్తూ,framed,నిర్మించాడు,framed,నిర్మించబడి
free,"వదులు, విడిపించుట",frees,విడుదల చేస్తాడు/చేస్తుంది,freeing,విడుదల చేస్తూ,freed,విడుదల చేశాడు,freed,విడుదల చేయబడి
freeze,గడ్డకట్టు,freezes,గడ్డకట్టిస్తాడు/గడ్డకట్టిస్తుంది,freezing,గడ్డకట్టిస్తూ,froze,గడ్డకట్టింది,frozen,గడ్డకట్టి
frighten,"భయపెట్టుట, బెదిరించుట",frightens,భయపెడతాడు/భయపెడుతుంది,frightening,భయపెడుతూ,frightened,భయపెట్టాడు,frightened,భయపెట్టబడి
fry,వేపు,fries,వేయించుతాడు/వేయించుతుంది,frying,వేయించుతూ,fried,వేయించాడు,fried,వేయించబడి
fulfil,నెరవేర్చుట,fulfils,నెరవేరుస్తాడు/నెరవేరుస్తుంది,fulfilling,నెరవేరుస్తూ,fulfilled,నెరవేర్చాడు,fulfilled,నెరవేర్చబడి
gag,నోటిలో కుక్కే బట్టముక్క,gags,నోరు మూస్తాడు/మూస్తుంది,gagging,నోరు మూస్తూ,gagged,నోరు మూశాడు,gagged,నోరు మూయబడి
gain,పెరుగుట,gains,పొందుతాడు/పొందుతుంది,gaining,పొందుతూ,gained,పొందాడు,gained,పొందబడి
gainsay,తిరస్కరించు,gainsays,వ్యతిరేకిస్తాడు/వ్యతిరేకిస్తుంది,gainsaying,వ్యతిరేకిస్తూ,gainsaid,వ్యతిరేకించాడు,gainsaid,వ్యతిరేకించబడి
gash,గీచుట,gashes,గాయం చేస్తాడు/చేస్తుంది,gashing,గాయం చేస్తూ,gashed,గాయం చేశాడు,gashed,గాయం చేయబడి
gaze,తదేకంగాచూచు,gazes,చూస్తూ ఉండిపోతాడు/ఉండిపోతుంది,gazing,చూస్తూ ఉండిపోతూ,gazed,చూస్తూ ఉండిపోయాడు,gazed,చూస్తూ ఉండిపోయి
get,లభించిన,gets,పొందుతాడు/పొందుతుంది,getting,పొందుతూ,got,పొందాడు,got,పొందబడి
give,ఇవ్వు,gives,ఇస్తాడు/ఇస్తుంది,giving,ఇస్తూ,gave,ఇచ్చాడు,given,ఇవ్వబడి
glance,క్షణకాలపు చూపు,glances,చూపు విసురుతాడు/విసురుతుంది,glancing,చూపు విసురుతూ,glanced,చూపు విసిరాడు,glanced,చూపు విసరబడి
glitter,"మెరుస్తున్న, తళతళలాడుట",glitters,మెరుస్తుంది,glittering,మెరుస్తూ,glittered,మెరిసింది,glittered,మెరిసి
glow,ప్రకాశించుట,glows,ప్రకాశిస్తుంది,glowing,ప్రకాశిస్తూ,glowed,ప్రకాశించింది,glowed,ప్రకాశించి
go,వెళ్ళు,goes,వెళ్తాడు/వెళ్తుంది,going,వెళ్తూ,went,వెళ్ళాడు,gone,వెళ్లి
Google,వెతుకు,googles,గూగుల్ చేస్తాడు/చేస్తుంది,googling,గూగుల్ చేస్తూ,googled,గూగుల్ చేశాడు,googled,గూగుల్ చేయబడి
govern,పరిపాలించు,governs,పాలిస్తాడు/పాలిస్తుంది,governing,పాలిస్తూ,governed,పాలించాడు,governed,పాలించబడి
grab,"అపహరించు, అందుకోవడం",grabs,పట్టుకుంటాడు/పట్టుకుంటుంది,grabbing,పట్టుకుంటూ,grabbed,పట్టుకున్నాడు,grabbed,పట్టుకోబడి
grade,శ్రేణి,grades,గ్రేడ్ ఇస్తాడు/ఇస్తుంది,grading,గ్రేడ్ ఇస్తూ,graded,గ్రేడ్ ఇచ్చాడు,graded,గ్రేడ్ ఇవ్వబడి
grant,అడిగినది ఇచ్చు,grants,మంజూరు చేస్తాడు/చేస్తుంది,granting,మంజూరు చేస్తూ,granted,మంజూరు చేశాడు,granted,మంజూరు చేయబడి
greet,మర్యాద పూర్వకంగా పలకరించు,greets,అభినందిస్తాడు/అభినందిస్తుంది,greeting,అభినందిస్తూ,greeted,అభినందించాడు,greeted,అభినందించబడి
grind,రుబ్బు,grinds,నూరుతాడు/నూరుతుంది,grinding,నూరుతూ,ground,నలిగాడు,ground,నలగబడి
grip,పట్టు,grips,పట్టుకుంటాడు/పట్టుకుంటుంది,gripping,పట్టుకుంటూ,gripped,పట్టుకున్నాడు,gripped,పట్టుకోబడి
grow,పెరుగు,grows,పెరుగుతాడు/పెరుగుతుంది,growing,పెరుగుతూ,grew,పెరిగాడు,grown,పెరిగి
guard,కాపలాకాయు,guards,కాపలా కాస్తాడు/కాస్తుంది,guarding,కాపలా కాస్తూ,guarded,కాపలా కాశాడు,guarded,కాపలా కాయబడి
guess,అనుకొను,guesses,ఊహిస్తాడు/ఊహిస్తుంది,guessing,ఊహిస్తూ,guessed,ఊహించాడు,guessed,ఊహించబడి
guide,దారిచూపు,guides,మార్గనిర్దేశం చేస్తాడు/చేస్తుంది,guiding,మార్గనిర్దేశం చేస్తూ,guided,మార్గనిర్దేశం చేశాడు,guided,మార్గనిర్దేశం చేయబడి
handle,నిర్వహించు,handles,నిర్వహిస్తాడు/నిర్వహిస్తుంది,handling,నిర్వహిస్తూ,handled,నిర్వహించాడు,handled,నిర్వహించబడి
hang,వేలదీచుట,hangs,వేలాడదీస్తాడు/వేలాడదీస్తుంది,hanging,వేలాడదీస్తూ,hung,వేలాడదీశాడు,hung,వేలాడదీయబడి
happen,సంభవించుట,happens,జరుగుతుంది,happening,జరుగుతూ,happened,జరిగింది,happened,జరిగి
harm,హాని,harms,హాని చేస్తాడు/చేస్తుంది,harming,హాని చేస్తూ,harmed,హాని చేశాడు,harmed,హాని చేయబడి
hatch,పొదుగుడు,hatches,పొదుగుతాడు/పొదుగుతుంది,hatching,పొదుగుతూ,hatched,పొదిగింది,hatched,పొదగబడి
hate,ద్వేషించు,hates,ద్వేషిస్తాడు/ద్వేషిస్తుంది,hating,ద్వేషిస్తూ,hated,ద్వేషించాడు,hated,ద్వేషించబడి
have,కలిగివుండుట,has,కలిగి ఉంటాడు/ఉంటుంది,having,కలిగి ఉంటూ,had,కలిగి ఉన్నాడు,had,కలిగి ఉండి
heal,మానుట,heals,నయం చేస్తాడు/చేస్తుంది,healing,నయం చేస్తూ,healed,నయమైంది,healed,నయమై
hear,"విను, ఆలకించు",hears,వింటాడు/వింటుంది,hearing,వింటూ,heard,వినబడింది,heard,వినబడి
heave,లాగు,heaves,ఎత్తుతాడు/ఎత్తుతుంది,heaving,ఎత్తుతూ,hove,వేగంగా కదిలాడు,hove,వేగంగా కదిలి
help,సాయము చేయు,helps,సహాయం చేస్తాడు/చేస్తుంది,helping,సహాయం చేస్తూ,helped,సహాయం చేశాడు,helped,సహాయం చేయబడి
hew,నరికివేయు,hews,నరుకుతాడు/నరుకుతుంది,hewing,నరుకుతూ,hewed,నరికాడు,hewn,నరకబడి
hide,దాచు,hides,దాచుకుంటాడు/దాచుకుంటుంది,hiding,దాచుకుంటూ,hid,దాక్కున్నాడు,hidden,దాచబడి
hinder,ఆటంకపరచు,hinders,ఆటంకపరుస్తాడు/ఆటంకపరుస్తుంది,hindering,ఆటంకపరుస్తూ,hindered,ఆటంకపరిచాడు,hindered,ఆటంకపరచబడి
hiss,బుసకొట్టుట,hisses,బుస కొడుతుంది,hissing,బుస కొడుతూ,hissed,బుస కొట్టింది,hissed,బుస కొట్టబడి
hit,కొట్టు,hits,కొడతాడు/కొడుతుంది,hitting,కొడుతూ,hit,కొట్టాడు,hit,కొట్టబడి
hoax,మోసగించు,hoaxes,మోసం చేస్తాడు/చేస్తుంది,hoaxing,మోసం చేస్తూ,hoaxed,మోసం చేశాడు,hoaxed,మోసం చేయబడి
hold,పట్టుకొను,holds,పట్టుకుంటాడు/పట్టుకుంటుంది,holding,పట్టుకుంటూ,held,పట్టుకున్నాడు,held,పట్టుకోబడి
hop,కుంటుచూ దాటు,hops,గెంతుతాడు/గెంతుతుంది,hopping,గెంతుతూ,hopped,గెంతాడు,hopped,గెంతబడి
hope,కోరుట,hopes,ఆశిస్తాడు/ఆశిస్తుంది,hoping,ఆశిస్తూ,hoped,ఆశించాడు,hoped,ఆశించబడి
horrify,భయపరుచు,horrifies,భయపెడతాడు/భయపెడుతుంది,horrifying,భయపెడుతూ,horrified,భయపడ్డాడు,horrified,భయపడి
hug,కౌగింలించుకొను,hugs,ఆలింగనం చేసుకుంటాడు/చేసుకుంటుంది,hugging,ఆలింగనం చేసుకుంటూ,hugged,ఆలింగనం చేసుకున్నాడు,hugged,ఆలింగనం చేసుకోబడి
hum,ఝుంకార శబ్ధము,hums,సందడి చేస్తాడు/చేస్తుంది,humming,సందడి చేస్తూ,hummed,సందడి చేశాడు,hummed,సందడి చేయబడి
humiliate,అవమానపరచు,humiliates,అవమానిస్తాడు/అవమానిస్తుంది,humiliating,అవమానిస్తూ,humiliated,అవమానించాడు,humiliated,అవమానించబడి
hunt,వేటాడు,hunts,వేటాడుతాడు/వేటాడుతుంది,hunting,వేటాడుతూ,hunted,వేటాడాడు,hunted,వేటాడబడి
hurl,చుట్టివేయు,hurls,విసురుతాడు/విసురుతుంది,hurling,విసురుతూ,hurled,విసిరాడు,hurled,విసరబడి
hurry,త్వరితపరచు,hurries,త్వరపడతాడు/త్వరపడుతుంది,hurrying,త్వరపడుతూ,hurried,త్వరపడ్డాడు,hurried,త్వరపడి
hurt,బాధించుట,hurts,గాయపరుస్తాడు/గాయపరుస్తుంది,hurting,గాయపరుస్తూ,hurt,గాయపడ్డాడు,hurt,గాయపడి
hush,నిశబ్ధముగా ఉండు,hushes,నిశ్శబ్దం చేస్తాడు/చేస్తుంది,hushing,నిశ్శబ్దం చేస్తూ,hushed,నిశ్శబ్దం చేశాడు,hushed,నిశ్శబ్దం చేయబడి
hustle,బలంతో త్రొక్కు,hustles,తోసుకువెళ్తాడు/తోసుకువెళ్తుంది,hustling,తోసుకువెళ్తూ,hustled,తోసుకువెళ్ళాడు,hustled,తోసుకువెళ్లి
hypnotize,వశీకరించు కొనుట,hypnotizes,వశీకరణం చేస్తాడు/చేస్తుంది,hypnotizing,వశీకరణం చేస్తూ,hypnotized,వశీకరణం చేశాడు,hypnotized,వశీకరణం చేయబడి
idealize,ఆదర్శమైన,idealizes,ఆదర్శీకరిస్తాడు/ఆదర్శీకరిస్తుంది,idealizing,ఆదర్శీకరిస్తూ,idealized,ఆదర్శీకరించాడు,idealized,ఆదర్శీకరించబడి
identify,గుర్తించు,identifies,గుర్తిస్తాడు/గుర్తిస్తుంది,identifying,గుర్తిస్తూ,identified,గుర్తించాడు,identified,గుర్తించబడి
idolize,దైవసమానంగా ఎంచి పూజించు,idolizes,ఆరాధిస్తాడు/ఆరాధిస్తుంది,idolizing,ఆరాధిస్తూ,idolized,ఆరాధించాడు,idolized,ఆరాధించబడి
ignite,రగిలించు,ignites,మండుస్తాడు/మండుస్తుంది,igniting,మండుస్తూ,ignited,మండుకుంది,ignited,మండించబడి
ignore,నిర్లక్షంచేయు,ignores,పట్టించుకోడు/పట్టించుకోదు,ignoring,పట్టించుకోకుండా,ignored,పట్టించుకోలేదు,ignored,పట్టించుకోబడక
ill-treat,సరిగ్గా పట్టించుకోకపోవటం,ill-treats,దుర్మార్గంగా ప్రవర్తిస్తాడు/ప్రవర్తిస్తుంది,ill-treating,దుర్మార్గంగా ప్రవర్తిస్తూ,ill-treated,దుర్మార్గంగా ప్రవర్తించాడు,ill-treated,దుర్మార్గంగా ప్రవర్తించబడి
